pf,616,"CRT","FALSE",'proper-temporal-part-of',c1,c1,,,<--,675, BFO-aeu-1, mpt, 12
pf,615,"CRT","FALSE",'instance-of',a,'spatial-region',t,,<--,43, BFOCE-cha-02, mpt, 15
pf,614,"CRT","FALSE",identical,sk31,t,,,<--,264, BFO-nis-1, mpt, 17
pf,613,"CRT","FALSE",'instance-of',t,process,t,,<--,862, BFO-mem-1, mpt, 17
pf,612,"CRT","FALSE",'instance-of',t,'spatiotemporal-region',t,,<--,864, BFO-mem-1, mpt, 17
pf,611,"CRT","FALSE",'instance-of',t,'process-boundary',t,,<--,865, BFO-mem-1, mpt, 17
pf,610,"CRT","FALSE",'instance-of',a,occurrent,t,,<--,798, BFO-wrf-1, mpt, 18
pf,609,"CRT","FALSE",particular,motion2,,,,<--,786, BFO-qkp-1, mpt, 23
pf,608,"CRT","FALSE",universal,c1,,,,<--,786, BFO-qkp-1, mpt, 24
pf,607,"CRT","FALSE",identical,sk30,t2,,,<--,264, BFO-nis-1, mpt, 28
pf,606,"CRT","FALSE",'instance-of',t2,process,t2,,<--,862, BFO-mem-1, mpt, 28
pf,605,"CRT","FALSE",'instance-of',t2,'spatiotemporal-region',t2,,<--,864, BFO-mem-1, mpt, 28
pf,604,"CRT","FALSE",'instance-of',t2,'process-boundary',t2,,<--,865, BFO-mem-1, mpt, 28
pf,603,"CRT","FALSE",'happens-to',sk29,r2,t2,,<--,43, BFOCE-cha-02, mpt, 29
pf,602,"CRT","FALSE",'individuates-at',r2,t2,,,<--,63, BFOCE-ind-02, mpt, 29
pf,601,"CRT","FALSE",'ceases-to-exist-at',r2,t2,,,<--,79, BFOCE-ter-02, mpt, 29
pf,600,"CRT","FALSE",'generically-depends-on',sk29,r2,t2,,<--,289, BFO-ekp-1, mpt, 29
pf,599,"CRT","FALSE",'occupies-spatial-region',r2,sk29,t2,,<--,488, BFO-lzw-1, mpt, 29
pf,598,"CRT","FALSE",'located-in',r2,sk29,t2,,<--,495, BFO-bge-1, mpt, 29
pf,597,"CRT","FALSE",'located-in',sk29,r2,t2,,<--,497, BFO-bge-1, mpt, 29
pf,596,"CRT","FALSE",'instance-of',r2,site,t2,,<--,854, BFO-twc-1, mpt, 29
pf,595,"CRT","FALSE",'instance-of',r2,'continuant-fiat-boundary',t2,,<--,856, BFO-twc-1, mpt, 29
pf,594,"CRT","FALSE",'instance-of',a,'specifically-dependent-continuant',t2,,<--,857, BFO-cig-1, mpt, 30
pf,593,"CRT","FALSE",'instance-of',a,'generically-dependent-continuant',t2,,<--,859, BFO-cig-1, mpt, 30
pf,592,"CRT","FALSE",identical,sk29,t1,,,<--,264, BFO-nis-1, mpt, 31
pf,591,"CRT","FALSE",'instance-of',t1,process,t1,,<--,862, BFO-mem-1, mpt, 31
pf,590,"CRT","FALSE",'instance-of',t1,'spatiotemporal-region',t1,,<--,864, BFO-mem-1, mpt, 31
pf,589,"CRT","FALSE",'instance-of',t1,'process-boundary',t1,,<--,865, BFO-mem-1, mpt, 31
pf,588,"CRT","FALSE",'happens-to',sk10,r1,t1,,<--,43, BFOCE-cha-02, mpt, 32
pf,587,"CRT","FALSE",'individuates-at',r1,t1,,,<--,63, BFOCE-ind-02, mpt, 32
pf,586,"CRT","FALSE",'ceases-to-exist-at',r1,t1,,,<--,79, BFOCE-ter-02, mpt, 32
pf,585,"CRT","FALSE",'generically-depends-on',sk10,r1,t1,,<--,289, BFO-ekp-1, mpt, 32
pf,584,"CRT","FALSE",'occupies-spatial-region',r1,sk10,t1,,<--,488, BFO-lzw-1, mpt, 32
pf,583,"CRT","FALSE",'located-in',r1,sk10,t1,,<--,495, BFO-bge-1, mpt, 32
pf,582,"CRT","FALSE",'located-in',sk10,r1,t1,,<--,497, BFO-bge-1, mpt, 32
pf,581,"CRT","FALSE",'instance-of',r1,site,t1,,<--,854, BFO-twc-1, mpt, 32
pf,580,"CRT","FALSE",'instance-of',r1,'continuant-fiat-boundary',t1,,<--,856, BFO-twc-1, mpt, 32
pf,579,"CRT","FALSE",'instance-of',a,'specifically-dependent-continuant',t1,,<--,857, BFO-cig-1, mpt, 33
pf,578,"CRT","FALSE",'instance-of',a,'generically-dependent-continuant',t1,,<--,859, BFO-cig-1, mpt, 33
pf,577,"CRT","FALSE",'proper-continuant-part-of',a,a,t1,,<--,197, BFO-sls-1, mpt, 34
pf,576,"CRT","FALSE",particular,'independent-continuant',,,,<--,786, BFO-qkp-1, mpt, 35
pf,575,"CRT","FALSE",universal,a,,,,<--,786, BFO-qkp-1, mpt, 36
pf,574,"CRT","FALSE",'instance-of',a,occurrent,t1,,<--,798, BFO-wrf-1, mpt, 37
pf,573,"CRT","FALSE",particular,'spatial-region',,,,<--,786, BFO-qkp-1, mpt, 39
pf,572,"CRT","FALSE",universal,r1,,,,<--,786, BFO-qkp-1, mpt, 40
pf,571,"CRT","FALSE",'instance-of',r1,'fiat-object-part',t1,,<--,320, BFO-yir-1, mpt, 41
pf,570,"CRT","FALSE",'proper-continuant-part-of',sk2,r1,t1,,<--,197, BFO-sls-1, mpt, 43
pf,569,"CRT","FALSE",'instance-of',sk2,'zero-dimensional-spatial-region',t1,,<--,1463, BFO-luc-1, mpt, 44
pf,568,"CRT","FALSE",'instance-of',sk2,'one-dimensional-spatial-region',t1,,<--,1465, BFO-luc-1, mpt, 44
pf,567,"CRT","FALSE",'instance-of',sk2,'two-dimensional-spatial-region',t1,,<--,1466, BFO-luc-1, mpt, 44
pf,566,"CRT","FALSE",'instance-of',sk3,process,sk5,,<--,860, BFO-mem-1, mpt, 46
pf,565,"CRT","FALSE",'instance-of',sk3,'process-boundary',sk5,,<--,863, BFO-mem-1, mpt, 46
pf,564,"CRT","FALSE",'instance-of',sk3,'temporal-region',sk5,,<--,864, BFO-mem-1, mpt, 46
pf,563,"CRT","FALSE",particular,'temporal-region',,,,<--,786, BFO-qkp-1, mpt, 47
pf,562,"CRT","FALSE",universal,t1,,,,<--,786, BFO-qkp-1, mpt, 48
pf,561,"CRT","FALSE",precedes,t1,t1,,,<--,418, BFO-aou-1, mpt, 49, 49
pf,560,"CRT","FALSE",'instance-of',t1,continuant,t1,,<--,798, BFO-wrf-1, mpt, 50
pf,559,"CRT","FALSE",'proper-continuant-part-of',a,a,t2,,<--,197, BFO-sls-1, mpt, 57
pf,558,"CRT","FALSE",'instance-of',a,occurrent,t2,,<--,798, BFO-wrf-1, mpt, 58
pf,557,"CRT","FALSE",universal,r2,,,,<--,786, BFO-qkp-1, mpt, 60
pf,556,"CRT","FALSE",'instance-of',r2,'fiat-object-part',t2,,<--,320, BFO-yir-1, mpt, 61
pf,555,"CRT","FALSE",'proper-continuant-part-of',sk10,r2,t2,,<--,197, BFO-sls-1, mpt, 63
pf,554,"CRT","FALSE",'instance-of',sk10,'zero-dimensional-spatial-region',t2,,<--,1463, BFO-luc-1, mpt, 64
pf,553,"CRT","FALSE",'instance-of',sk10,'one-dimensional-spatial-region',t2,,<--,1465, BFO-luc-1, mpt, 64
pf,552,"CRT","FALSE",'instance-of',sk10,'two-dimensional-spatial-region',t2,,<--,1466, BFO-luc-1, mpt, 64
pf,551,"CRT","FALSE",universal,t2,,,,<--,786, BFO-qkp-1, mpt, 66
pf,550,"CRT","FALSE",precedes,t2,t2,,,<--,418, BFO-aou-1, mpt, 67, 67
pf,549,"CRT","FALSE",'instance-of',t2,continuant,t2,,<--,798, BFO-wrf-1, mpt, 68
pf,548,"CRT","FALSE",universal,t,,,,<--,786, BFO-qkp-1, mpt, 76
pf,547,"CRT","FALSE",precedes,t,t,,,<--,418, BFO-aou-1, mpt, 77, 77
pf,546,"CRT","FALSE",particular,'change-profile',,,,<--,786, BFO-qkp-1, mpt, 79
pf,545,"CRT","FALSE",'instance-of',sk1,'spatiotemporal-region',sk16,,<--,860, BFO-mem-1, mpt, 80
pf,544,"CRT","FALSE",'instance-of',sk1,'process-boundary',sk16,,<--,861, BFO-mem-1, mpt, 80
pf,543,"CRT","FALSE",'instance-of',sk1,'temporal-region',sk16,,<--,862, BFO-mem-1, mpt, 80
pf,542,"CRT","FALSE",'instance-of',sk1,'spatiotemporal-region',t,,<--,860, BFO-mem-1, mpt, 82
pf,541,"CRT","FALSE",'instance-of',sk1,'process-boundary',t,,<--,861, BFO-mem-1, mpt, 82
pf,540,"CRT","FALSE",'instance-of',sk1,'temporal-region',t,,<--,862, BFO-mem-1, mpt, 82
pf,539,"CRT","FALSE",particular,continuant,,,,<--,786, BFO-qkp-1, mpt, 83
pf,538,"CRT","FALSE",'instance-of',t,continuant,t,,<--,798, BFO-wrf-1, mpt, 86
pf,537,"CRT","FALSE",'instance-of',c1,continuant,t,,<--,798, BFO-wrf-1, mpt, 90
pf,536,"CRT","FALSE",particular,change,,,,<--,786, BFO-qkp-1, mpt, 91
pf,535,"CRT","FALSE",particular,occurrent,,,,<--,786, BFO-qkp-1, mpt, 92
pf,534,"CRT","FALSE",precedes,c1,c1,,,<--,418, BFO-aou-1, mpt, 94, 94
pf,533,"CRT","FALSE",'generically-depends-on',a,sk1,sk1,,<--,327, BFO-ilw-1, mpt, 98
pf,532,"CRT","FALSE",'instance-of',a,'specifically-dependent-continuant',t,,<--,857, BFO-cig-1, mpt, 98
pf,531,"CRT","FALSE",'instance-of',a,'generically-dependent-continuant',t,,<--,859, BFO-cig-1, mpt, 98
pf,530,"CRT","FALSE",particular,process,,,,<--,786, BFO-qkp-1, mpt, 99
pf,529,"CRT","FALSE",universal,sk1,,,,<--,786, BFO-qkp-1, mpt, 100
pf,528,"CRT","FALSE",'instance-of',sk1,continuant,t,,<--,798, BFO-wrf-1, mpt, 101
pf,527,"CRT","FALSE",'instance-of',sk20,process,sk21,,<--,861, BFO-mem-1, mpt, 105
pf,526,"CRT","FALSE",'instance-of',sk20,'spatiotemporal-region',sk21,,<--,863, BFO-mem-1, mpt, 105
pf,525,"CRT","FALSE",'instance-of',sk20,'temporal-region',sk21,,<--,865, BFO-mem-1, mpt, 105
pf,524,"CRT","FALSE",identical,sk28,sk16,,,<--,264, BFO-nis-1, mpt, 106
pf,523,"CRT","FALSE",'instance-of',sk16,process,sk16,,<--,862, BFO-mem-1, mpt, 106
pf,522,"CRT","FALSE",'instance-of',sk16,'spatiotemporal-region',sk16,,<--,864, BFO-mem-1, mpt, 106
pf,521,"CRT","FALSE",'instance-of',sk16,'process-boundary',sk16,,<--,865, BFO-mem-1, mpt, 106
pf,520,"CRT","FALSE",'instance-of',sk1,continuant,sk16,,<--,798, BFO-wrf-1, mpt, 107
pf,519,"CRT","FALSE",particular,'change-sequence',,,,<--,786, BFO-qkp-1, mpt, 109
pf,518,"CRT","FALSE",particular,'temporal-instant',,,,<--,786, BFO-qkp-1, mpt, 111
pf,517,"CRT","FALSE",'instance-of',t2,'one-dimensional-temporal-region',t2,,<--,830, BFO-zkj-1, mpt, 114
pf,516,"CRT","FALSE",'instance-of',t1,'one-dimensional-temporal-region',t1,,<--,830, BFO-zkj-1, mpt, 117
pf,515,"CRT","FALSE",'proper-occurrent-part-of',sk15,t2,,,<--,353, BFO-okr-1, mpt, 121
pf,514,"CRT","FALSE",'proper-temporal-part-of',sk15,t2,,,<--,675, BFO-aeu-1, mpt, 121
pf,513,"CRT","FALSE",'proper-occurrent-part-of',sk14,t2,,,<--,353, BFO-okr-1, mpt, 126
pf,512,"CRT","FALSE",'proper-temporal-part-of',sk14,t2,,,<--,675, BFO-aeu-1, mpt, 126
pf,511,"CRT","FALSE",identical,sk27,sk12,,,<--,264, BFO-nis-1, mpt, 131
pf,510,"CRT","FALSE",'instance-of',sk12,process,sk12,,<--,862, BFO-mem-1, mpt, 131
pf,509,"CRT","FALSE",'instance-of',sk12,'spatiotemporal-region',sk12,,<--,864, BFO-mem-1, mpt, 131
pf,508,"CRT","FALSE",'instance-of',sk12,'process-boundary',sk12,,<--,865, BFO-mem-1, mpt, 131
pf,507,"CRT","FALSE",'happens-to',sk12,r2,sk12,,<--,43, BFOCE-cha-02, mpt, 132
pf,506,"CRT","FALSE",'individuates-at',r2,sk12,,,<--,63, BFOCE-ind-02, mpt, 132
pf,505,"CRT","FALSE",'ceases-to-exist-at',r2,sk12,,,<--,79, BFOCE-ter-02, mpt, 132
pf,504,"CRT","FALSE",'generically-depends-on',sk12,r2,sk12,,<--,289, BFO-ekp-1, mpt, 132
pf,503,"CRT","FALSE",'occupies-spatial-region',r2,sk12,sk12,,<--,488, BFO-lzw-1, mpt, 132
pf,502,"CRT","FALSE",'located-in',r2,sk12,sk12,,<--,495, BFO-bge-1, mpt, 132
pf,501,"CRT","FALSE",'located-in',sk12,r2,sk12,,<--,497, BFO-bge-1, mpt, 132
pf,500,"CRT","FALSE",'instance-of',r2,site,sk12,,<--,854, BFO-twc-1, mpt, 132
pf,499,"CRT","FALSE",'instance-of',r2,'continuant-fiat-boundary',sk12,,<--,856, BFO-twc-1, mpt, 132
pf,498,"CRT","FALSE",'instance-of',sk11,process,sk12,,<--,860, BFO-mem-1, mpt, 133
pf,497,"CRT","FALSE",'instance-of',sk11,'process-boundary',sk12,,<--,863, BFO-mem-1, mpt, 133
pf,496,"CRT","FALSE",'instance-of',sk11,'temporal-region',sk12,,<--,864, BFO-mem-1, mpt, 133
pf,495,"CRT","FALSE",particular,'three-dimensional-spatial-region',,,,<--,786, BFO-qkp-1, mpt, 134
pf,494,"CRT","FALSE",universal,sk10,,,,<--,786, BFO-qkp-1, mpt, 135
pf,493,"CRT","FALSE",'happens-to',sk10,sk10,t2,,<--,43, BFOCE-cha-02, mpt, 136
pf,492,"CRT","FALSE",'individuates-at',sk10,t2,,,<--,63, BFOCE-ind-02, mpt, 136
pf,491,"CRT","FALSE",'ceases-to-exist-at',sk10,t2,,,<--,79, BFOCE-ter-02, mpt, 136
pf,490,"CRT","FALSE",'generically-depends-on',sk10,sk10,t2,,<--,289, BFO-ekp-1, mpt, 136
pf,489,"CRT","FALSE",'occupies-spatial-region',sk10,sk10,t2,,<--,488, BFO-lzw-1, mpt, 136
pf,488,"CRT","FALSE",'located-in',sk10,sk10,t2,,<--,497, BFO-bge-1, mpt, 136
pf,487,"CRT","FALSE",'instance-of',sk10,site,t2,,<--,854, BFO-twc-1, mpt, 136
pf,486,"CRT","FALSE",'instance-of',sk10,'continuant-fiat-boundary',t2,,<--,856, BFO-twc-1, mpt, 136
pf,485,"CRT","FALSE",'instance-of',sk10,occurrent,t2,,<--,798, BFO-wrf-1, mpt, 139
pf,484,"CRT","FALSE",'instance-of',r2,occurrent,t2,,<--,798, BFO-wrf-1, mpt, 140
pf,483,"CRT","FALSE",particular,'immaterial-entity',,,,<--,786, BFO-qkp-1, mpt, 142
pf,482,"CRT","FALSE",'instance-of',r2,'specifically-dependent-continuant',t2,,<--,857, BFO-cig-1, mpt, 143
pf,481,"CRT","FALSE",'instance-of',r2,'generically-dependent-continuant',t2,,<--,859, BFO-cig-1, mpt, 143
pf,480,"CRT","FALSE",identical,sk26,sk9,,,<--,264, BFO-nis-1, mpt, 146
pf,479,"CRT","FALSE",'instance-of',sk9,process,sk9,,<--,862, BFO-mem-1, mpt, 146
pf,478,"CRT","FALSE",'instance-of',sk9,'spatiotemporal-region',sk9,,<--,864, BFO-mem-1, mpt, 146
pf,477,"CRT","FALSE",'instance-of',sk9,'process-boundary',sk9,,<--,865, BFO-mem-1, mpt, 146
pf,476,"CRT","FALSE",particular,'temporal-interval',,,,<--,786, BFO-qkp-1, mpt, 147
pf,475,"CRT","FALSE",universal,sk9,,,,<--,786, BFO-qkp-1, mpt, 148
pf,474,"CRT","FALSE",'instance-of',sk9,'zero-dimensional-temporal-region',sk9,,<--,830, BFO-zkj-1, mpt, 149
pf,473,"CRT","FALSE",'proper-occurrent-part-of',sk8,t1,,,<--,353, BFO-okr-1, mpt, 154
pf,472,"CRT","FALSE",'proper-temporal-part-of',sk8,t1,,,<--,675, BFO-aeu-1, mpt, 154
pf,471,"CRT","FALSE",'proper-occurrent-part-of',sk7,t1,,,<--,353, BFO-okr-1, mpt, 159
pf,470,"CRT","FALSE",'proper-temporal-part-of',sk7,t1,,,<--,675, BFO-aeu-1, mpt, 159
pf,469,"CRT","FALSE",identical,sk25,sk5,,,<--,264, BFO-nis-1, mpt, 164
pf,468,"CRT","FALSE",'instance-of',sk5,process,sk5,,<--,862, BFO-mem-1, mpt, 164
pf,467,"CRT","FALSE",'instance-of',sk5,'spatiotemporal-region',sk5,,<--,864, BFO-mem-1, mpt, 164
pf,466,"CRT","FALSE",'instance-of',sk5,'process-boundary',sk5,,<--,865, BFO-mem-1, mpt, 164
pf,465,"CRT","FALSE",particular,'spatiotemporal-region',,,,<--,786, BFO-qkp-1, mpt, 165
pf,464,"CRT","FALSE",universal,sk3,,,,<--,786, BFO-qkp-1, mpt, 166
pf,463,"CRT","FALSE",'instance-of',sk3,continuant,sk5,,<--,798, BFO-wrf-1, mpt, 167
pf,462,"CRT","FALSE",identical,sk24,sk4,,,<--,264, BFO-nis-1, mpt, 169
pf,461,"CRT","FALSE",'instance-of',sk4,process,sk4,,<--,862, BFO-mem-1, mpt, 169
pf,460,"CRT","FALSE",'instance-of',sk4,'spatiotemporal-region',sk4,,<--,864, BFO-mem-1, mpt, 169
pf,459,"CRT","FALSE",'instance-of',sk4,'process-boundary',sk4,,<--,865, BFO-mem-1, mpt, 169
pf,458,"CRT","FALSE",'happens-to',sk12,r1,sk4,,<--,43, BFOCE-cha-02, mpt, 170
pf,457,"CRT","FALSE",'individuates-at',r1,sk4,,,<--,63, BFOCE-ind-02, mpt, 170
pf,456,"CRT","FALSE",'ceases-to-exist-at',r1,sk4,,,<--,79, BFOCE-ter-02, mpt, 170
pf,455,"CRT","FALSE",'generically-depends-on',sk12,r1,sk4,,<--,289, BFO-ekp-1, mpt, 170
pf,454,"CRT","FALSE",'occupies-spatial-region',r1,sk12,sk4,,<--,488, BFO-lzw-1, mpt, 170
pf,453,"CRT","FALSE",'located-in',r1,sk12,sk4,,<--,495, BFO-bge-1, mpt, 170
pf,452,"CRT","FALSE",'located-in',sk12,r1,sk4,,<--,497, BFO-bge-1, mpt, 170
pf,451,"CRT","FALSE",'instance-of',r1,site,sk4,,<--,854, BFO-twc-1, mpt, 170
pf,450,"CRT","FALSE",'instance-of',r1,'continuant-fiat-boundary',sk4,,<--,856, BFO-twc-1, mpt, 170
pf,449,"CRT","FALSE",'instance-of',sk3,process,sk4,,<--,860, BFO-mem-1, mpt, 171
pf,448,"CRT","FALSE",'instance-of',sk3,'process-boundary',sk4,,<--,863, BFO-mem-1, mpt, 171
pf,447,"CRT","FALSE",'instance-of',sk3,'temporal-region',sk4,,<--,864, BFO-mem-1, mpt, 171
pf,446,"CRT","FALSE",universal,sk2,,,,<--,786, BFO-qkp-1, mpt, 172
pf,445,"CRT","FALSE",'happens-to',sk10,sk2,t1,,<--,43, BFOCE-cha-02, mpt, 173
pf,444,"CRT","FALSE",'individuates-at',sk2,t1,,,<--,63, BFOCE-ind-02, mpt, 173
pf,443,"CRT","FALSE",'ceases-to-exist-at',sk2,t1,,,<--,79, BFOCE-ter-02, mpt, 173
pf,442,"CRT","FALSE",'generically-depends-on',sk10,sk2,t1,,<--,289, BFO-ekp-1, mpt, 173
pf,441,"CRT","FALSE",'occupies-spatial-region',sk2,sk10,t1,,<--,488, BFO-lzw-1, mpt, 173
pf,440,"CRT","FALSE",'located-in',sk2,sk10,t1,,<--,495, BFO-bge-1, mpt, 173
pf,439,"CRT","FALSE",'located-in',sk10,sk2,t1,,<--,497, BFO-bge-1, mpt, 173
pf,438,"CRT","FALSE",'instance-of',sk2,site,t1,,<--,854, BFO-twc-1, mpt, 173
pf,437,"CRT","FALSE",'instance-of',sk2,'continuant-fiat-boundary',t1,,<--,856, BFO-twc-1, mpt, 173
pf,436,"CRT","FALSE",'instance-of',sk2,occurrent,t1,,<--,798, BFO-wrf-1, mpt, 176
pf,435,"CRT","FALSE",'instance-of',r1,occurrent,t1,,<--,798, BFO-wrf-1, mpt, 177
pf,434,"CRT","FALSE",'instance-of',r1,'specifically-dependent-continuant',t1,,<--,857, BFO-cig-1, mpt, 179
pf,433,"CRT","FALSE",'instance-of',r1,'generically-dependent-continuant',t1,,<--,859, BFO-cig-1, mpt, 179
pf,432,"CRT","FALSE",'proper-continuant-part-of',r1,r1,t1,,<--,197, BFO-sls-1, mpt, 182
pf,431,"CRT","FALSE",'instance-of',sk2,'fiat-object-part',t1,,<--,320, BFO-yir-1, mpt, 185
pf,430,"CRT","FALSE",'instance-of',r1,'material-entity',t1,,<--,325, BFO-udu-1, mpt, 185, 43
pf,429,"CRT","FALSE",'instance-of',sk3,continuant,sk4,,<--,798, BFO-wrf-1, mpt, 186
pf,428,"CRT","FALSE",'instance-of',r1,'fiat-object-part',sk4,,<--,320, BFO-yir-1, mpt, 188
pf,427,"CRT","FALSE",universal,sk4,,,,<--,786, BFO-qkp-1, mpt, 190
pf,426,"CRT","FALSE",precedes,sk4,sk4,,,<--,418, BFO-aou-1, mpt, 191, 191
pf,425,"CRT","FALSE",'instance-of',sk4,continuant,sk4,,<--,798, BFO-wrf-1, mpt, 192
pf,424,"CRT","FALSE",universal,sk5,,,,<--,786, BFO-qkp-1, mpt, 195
pf,423,"CRT","FALSE",precedes,sk3,sk3,,,<--,418, BFO-aou-1, mpt, 197, 197
pf,422,"CRT","FALSE",precedes,sk5,sk5,,,<--,418, BFO-aou-1, mpt, 199, 199
pf,421,"CRT","FALSE",'instance-of',sk5,continuant,sk5,,<--,798, BFO-wrf-1, mpt, 200
pf,420,"CRT","FALSE",particular,'one-dimensional-temporal-region',,,,<--,786, BFO-qkp-1, mpt, 203
pf,419,"CRT","FALSE",precedes,sk9,sk9,,,<--,418, BFO-aou-1, mpt, 204, 204
pf,418,"CRT","FALSE",'instance-of',sk9,continuant,sk9,,<--,798, BFO-wrf-1, mpt, 205
pf,417,"CRT","FALSE",'proper-continuant-part-of',r2,r2,t2,,<--,197, BFO-sls-1, mpt, 207
pf,416,"CRT","FALSE",'instance-of',sk10,'fiat-object-part',t2,,<--,320, BFO-yir-1, mpt, 210
pf,415,"CRT","FALSE",'instance-of',r2,'material-entity',t2,,<--,325, BFO-udu-1, mpt, 210, 63
pf,414,"CRT","FALSE",universal,sk11,,,,<--,786, BFO-qkp-1, mpt, 211
pf,413,"CRT","FALSE",'instance-of',sk11,continuant,sk12,,<--,798, BFO-wrf-1, mpt, 212
pf,412,"CRT","FALSE",'instance-of',r2,'fiat-object-part',sk12,,<--,320, BFO-yir-1, mpt, 214
pf,411,"CRT","FALSE",universal,sk12,,,,<--,786, BFO-qkp-1, mpt, 216
pf,410,"CRT","FALSE",precedes,sk12,sk12,,,<--,418, BFO-aou-1, mpt, 217, 217
pf,409,"CRT","FALSE",'instance-of',sk12,continuant,sk12,,<--,798, BFO-wrf-1, mpt, 218
pf,408,"CRT","FALSE",particular,'zero-dimensional-temporal-region',,,,<--,786, BFO-qkp-1, mpt, 221
pf,407,"CRT","FALSE",universal,sk16,,,,<--,786, BFO-qkp-1, mpt, 222
pf,406,"CRT","FALSE",precedes,sk1,sk1,,,<--,418, BFO-aou-1, mpt, 224, 224
pf,405,"CRT","FALSE",precedes,sk16,sk16,,,<--,418, BFO-aou-1, mpt, 226, 226
pf,404,"CRT","FALSE",'instance-of',sk16,continuant,sk16,,<--,798, BFO-wrf-1, mpt, 227
pf,403,"CRT","FALSE",identical,sk23,sk21,,,<--,264, BFO-nis-1, mpt, 230
pf,402,"CRT","FALSE",'instance-of',sk21,process,sk21,,<--,862, BFO-mem-1, mpt, 230
pf,401,"CRT","FALSE",'instance-of',sk21,'spatiotemporal-region',sk21,,<--,864, BFO-mem-1, mpt, 230
pf,400,"CRT","FALSE",'instance-of',sk21,'process-boundary',sk21,,<--,865, BFO-mem-1, mpt, 230
pf,399,"CRT","FALSE",particular,'process-boundary',,,,<--,786, BFO-qkp-1, mpt, 231
pf,398,"CRT","FALSE",universal,sk20,,,,<--,786, BFO-qkp-1, mpt, 232
pf,397,"CRT","FALSE",'instance-of',sk20,continuant,sk21,,<--,798, BFO-wrf-1, mpt, 233
pf,396,"CRT","FALSE",'proper-occurrent-part-of',sk19,sk19,,,<--,353, BFO-okr-1, mpt, 235
pf,395,"CRT","FALSE",'proper-temporal-part-of',sk19,sk19,,,<--,675, BFO-aeu-1, mpt, 235
pf,394,"CRT","FALSE",identical,sk22,sk18,,,<--,264, BFO-nis-1, mpt, 238
pf,393,"CRT","FALSE",'instance-of',sk18,process,sk18,,<--,862, BFO-mem-1, mpt, 238
pf,392,"CRT","FALSE",'instance-of',sk18,'spatiotemporal-region',sk18,,<--,864, BFO-mem-1, mpt, 238
pf,391,"CRT","FALSE",'instance-of',sk18,'process-boundary',sk18,,<--,865, BFO-mem-1, mpt, 238
pf,390,"CRT","FALSE",'proper-occurrent-part-of',sk18,sk18,,,<--,353, BFO-okr-1, mpt, 240
pf,389,"CRT","FALSE",'proper-temporal-part-of',sk18,sk18,,,<--,675, BFO-aeu-1, mpt, 240
pf,388,"CRT","FALSE",'proper-continuant-part-of',a,a,t,,<--,197, BFO-sls-1, mpt, 241
pf,387,"CRT","FALSE",'specifically-depends-on',a,a,,,<--,627, BFO-nfe-1, mpt, 241, 241
pf,386,"CRT","FALSE",universal,sk18,,,,<--,786, BFO-qkp-1, mpt, 248
pf,385,"CRT","FALSE",precedes,sk18,sk18,,,<--,418, BFO-aou-1, mpt, 249, 249
pf,384,"CRT","FALSE",'instance-of',sk18,continuant,sk18,,<--,798, BFO-wrf-1, mpt, 250
pf,383,"CRT","FALSE",'instance-of',sk18,process,t,,<--,862, BFO-mem-1, mpt, 251
pf,382,"CRT","FALSE",'instance-of',sk18,'spatiotemporal-region',t,,<--,864, BFO-mem-1, mpt, 251
pf,381,"CRT","FALSE",'instance-of',sk18,'process-boundary',t,,<--,865, BFO-mem-1, mpt, 251
pf,380,"CRT","FALSE",universal,sk21,,,,<--,786, BFO-qkp-1, mpt, 254
pf,379,"CRT","FALSE",precedes,sk20,sk20,,,<--,418, BFO-aou-1, mpt, 256, 256
pf,378,"CRT","FALSE",precedes,sk21,sk21,,,<--,418, BFO-aou-1, mpt, 258, 258
pf,377,"CRT","FALSE",'instance-of',sk21,continuant,sk21,,<--,798, BFO-wrf-1, mpt, 259
pf,376,"CRT","FALSE",'proper-occurrent-part-of',sk16,sk16,,,<--,353, BFO-okr-1, mpt, 263
pf,375,"CRT","FALSE",'proper-temporal-part-of',sk16,sk16,,,<--,675, BFO-aeu-1, mpt, 263
pf,374,"CRT","FALSE",'proper-occurrent-part-of',sk1,sk1,,,<--,353, BFO-okr-1, mpt, 267
pf,373,"CRT","FALSE",'proper-temporal-part-of',sk1,sk1,,,<--,675, BFO-aeu-1, mpt, 267
pf,372,"CRT","FALSE",'proper-occurrent-part-of',sk12,sk12,,,<--,353, BFO-okr-1, mpt, 270
pf,371,"CRT","FALSE",'proper-temporal-part-of',sk12,sk12,,,<--,675, BFO-aeu-1, mpt, 270
pf,370,"CRT","FALSE",'instance-of',r2,occurrent,sk12,,<--,798, BFO-wrf-1, mpt, 273
pf,369,"CRT","FALSE",'generically-depends-on',r2,sk12,sk12,,<--,327, BFO-ilw-1, mpt, 274
pf,368,"CRT","FALSE",'instance-of',r2,'specifically-dependent-continuant',sk12,,<--,857, BFO-cig-1, mpt, 274
pf,367,"CRT","FALSE",'instance-of',r2,'generically-dependent-continuant',sk12,,<--,859, BFO-cig-1, mpt, 274
pf,366,"CRT","FALSE",precedes,sk11,sk11,,,<--,418, BFO-aou-1, mpt, 276, 276
pf,365,"CRT","FALSE",'generically-depends-on',sk10,sk10,sk10,,<--,327, BFO-ilw-1, mpt, 278
